200
1,1,6,61,18863
2,2,6,65,4674
3,3,3,28,4941
4,4,5,63,3894
5,5,4,23,3598
6,6,5,39,3678
7,7,5,39,3715
8,8,6,66,3888
9,9,4,44,3624
10,10,11,80,4068
11,11,11,64,3911
12,12,7,54,3831
13,13,11,66,4016
14,14,11,75,3999
15,15,11,75,7325
16,16,7,65,4030
17,17,6,65,4413
18,18,8,59,3887
19,19,6,61,3872
20,20,8,58,3705
21,21,10,80,3984
22,22,7,86,3885
23,23,7,65,5455
24,24,4,30,3761
25,25,11,122,4418
26,26,5,39,5089
27,27,9,122,4169
28,28,5,43,3719
29,29,7,65,5284
30,30,8,64,3865
31,31,5,91,3815
32,32,10,80,3935
33,33,8,70,3892
34,34,8,52,3765
35,35,5,48,3682
36,36,6,62,3699
37,37,6,56,3719
38,38,6,58,3742
39,39,6,67,3764
40,40,7,72,3827
41,41,7,80,3879
42,42,7,65,5254
43,43,6,56,3747
44,44,6,44,3709
45,45,5,48,4989
46,46,7,62,4003
47,47,7,72,5162
48,48,7,68,3809
49,49,6,58,3820
50,50,7,65,5154
51,51,5,50,3696
52,52,6,57,3751
53,53,7,72,3768
54,54,6,47,3736
55,55,6,56,3767
56,56,7,80,3886
57,57,7,80,3839
58,58,9,68,13641
59,59,5,39,5565
60,60,3,21,3842
61,61,5,42,3968
62,62,6,57,4171
63,63,7,75,4259
64,64,7,58,4041
65,65,7,59,4124
66,66,6,56,4172
67,67,7,64,4133
68,68,5,39,5490
69,69,6,50,4442
70,70,10,70,4785
71,71,7,65,5768
72,72,9,53,4340
73,73,5,48,4054
74,74,5,51,4213
75,75,7,69,4241
76,76,7,68,4174
77,77,8,59,4221
78,78,8,59,3936
79,79,8,59,3883
80,80,6,58,3799
81,81,5,43,3735
82,82,6,55,3726
83,83,9,53,3813
84,84,5,43,3738
85,85,3,17,3565
86,86,5,36,3814
87,87,5,77,4014
88,88,7,65,5427
89,89,6,51,4043
90,90,9,53,4095
91,91,7,68,4092
92,92,7,53,4086
93,93,5,63,4010
94,94,5,67,4121
95,95,7,85,4296
96,96,7,65,5708
97,97,2,29,4124
98,98,7,80,4160
99,99,6,55,3869
100,100,5,50,5282
101,101,7,60,4088
102,102,8,63,4425
103,103,9,153,4499
104,104,5,46,3660
105,105,6,44,3868
106,106,7,65,5331
107,107,9,67,4048
108,108,7,78,4046
