1,1,6,61,19397
2,2,6,65,4690
3,3,3,28,3809
4,4,5,63,4006
5,5,4,23,3763
6,6,5,39,3769
7,7,5,39,3716
8,8,6,66,3865
9,9,4,44,5162
10,10,11,80,4170
11,11,11,64,4020
12,12,7,54,3825
13,13,11,66,3981
14,14,11,75,4279
15,15,11,75,7691
16,16,7,65,4024
17,17,6,65,4451
18,18,8,59,4018
19,19,6,61,3826
20,20,8,58,3929
21,21,10,80,4059
22,22,7,86,3989
23,23,7,65,5478
24,24,4,30,3830
25,25,11,122,4252
26,26,5,39,5330
27,27,9,122,4415
28,28,5,43,3808
29,29,7,65,5501
30,30,8,64,4520
31,31,5,91,4049
32,32,10,80,4191
33,33,8,70,4252
34,34,8,52,3926
35,35,5,48,3727
36,36,6,62,4285
37,37,6,56,4085
38,38,6,58,3939
39,39,6,67,3976
40,40,7,72,4105
41,41,7,80,4431
42,42,7,65,5895
43,43,6,56,4179
44,44,6,44,4003
45,45,5,48,5542
46,46,7,62,4347
47,47,7,72,5638
48,48,7,68,4228
49,49,6,58,4114
50,50,7,65,5713
51,51,5,50,3938
52,52,6,57,4104
53,53,7,72,4216
54,54,6,47,4067
55,55,6,56,4105
56,56,7,80,4316
57,57,7,80,4297
58,58,9,68,4272
59,59,5,39,5485
60,60,3,21,3871
61,61,5,42,3946
62,62,6,57,4135
63,63,7,75,3963
64,64,7,58,3694
65,65,7,59,13138
66,66,6,56,3734
67,67,7,64,3830
68,68,5,39,5097
69,69,6,50,4219
70,70,10,70,4017
71,71,7,65,5254
72,72,9,53,3979
73,73,5,48,3888
74,74,5,51,3749
75,75,7,69,3838
76,76,7,68,4847
77,77,8,59,4761
78,78,8,59,4888
79,79,8,59,4671
80,80,6,58,4673
81,81,5,43,4648
82,82,6,55,4676
83,83,9,53,5006
84,84,5,43,4632
85,85,3,17,4256
86,86,5,36,4695
87,87,5,77,4699
88,88,7,65,6680
89,89,6,51,4819
90,90,9,53,4815
91,91,7,68,3905
92,92,7,53,4133
93,93,5,63,4005
94,94,5,67,3946
95,95,7,85,4090
96,96,7,65,5338
97,97,2,29,3889
98,98,7,80,4067
99,99,6,55,3808
100,100,5,50,5154
101,101,7,60,3955
102,102,8,63,4033
103,103,9,153,5029
104,104,5,46,4577
105,105,6,44,4290
106,106,7,65,6028
107,107,9,67,4410
108,108,7,78,4602
109,109,7,78,4580
110,110,7,71,4489
111,111,7,72,6030
112,112,7,55,4520
113,113,9,153,5370
114,114,5,41,4294
115,115,6,52,4397
116,116,6,54,4235
117,117,6,48,4300
118,118,5,46,5961
119,119,8,59,4102
120,120,8,65,4019
121,121,7,80,8538
122,122,6,58,4095
123,123,7,68,5328
124,124,10,122,4263
125,125,7,85,4032
126,126,5,29,3792
127,127,8,58,4011
128,128,7,65,5809
129,129,7,47,4398
130,130,4,26,4007
131,131,7,65,6129
132,132,5,37,4057
133,133,4,33,3829
134,134,4,46,4035
135,135,7,65,5642
136,136,4,31,3932
137,137,5,38,4090
138,138,7,65,5579
139,139,4,34,3953
140,140,4,28,4012
141,141,5,35,4001
142,142,11,122,4589
143,143,7,80,3926
144,144,5,36,3753
145,145,4,51,3686
146,146,4,30,3664
147,147,4,29,3595
148,148,5,36,4249
149,149,5,39,4218
150,150,3,18,3992
151,151,5,50,5790
152,152,18,125,5161
153,153,5,34,4001
154,154,6,58,4399
155,155,6,52,4240
156,156,3,20,3946
157,157,7,68,4390
158,158,8,93,4609
159,159,6,45,4250
160,160,6,46,4223
161,161,5,39,4133
162,162,5,42,4305
163,163,7,56,4452
164,164,6,57,4277
165,165,6,56,3950
166,166,6,49,3896
167,167,5,37,3866
168,168,7,61,3964
169,169,8,55,3890
170,170,8,66,3987
171,171,5,39,5224
172,172,5,49,3816
173,173,6,39,3774
174,174,7,65,5432
175,175,7,55,3911
176,176,3,20,4998
177,177,5,49,4085
178,178,5,38,3858
179,179,5,36,3768
180,180,6,42,3820
181,181,6,42,3782
182,182,5,49,3844
183,183,7,52,3987
184,184,7,65,6069
185,185,7,65,5927
186,186,6,42,4207
187,187,6,58,4301
188,188,8,58,4306
189,189,5,42,4221
190,190,10,70,6125
191,191,7,65,8244
192,192,4,29,4249
193,193,8,61,4431
194,194,6,41,4265
195,195,6,62,4417
196,196,7,42,4152
197,197,7,65,5949
198,198,3,17,4095
199,199,5,51,5333
200,200,11,122,4338
201,201,6,45,3823
