10
1,1,6,61,20622
2,2,6,65,4715
3,3,3,28,5145
4,4,5,63,4055
5,5,4,23,3744
6,6,5,39,3720
7,7,5,39,3825
8,8,6,66,3971
9,9,4,44,3638
10,10,11,80,4363
11,11,11,64,3823
12,11,7,54,4102
13,11,11,66,4089
14,11,11,75,4083
15,11,11,75,5653
16,11,7,65,3888
17,11,6,65,4298
18,11,8,59,3992
19,11,6,61,7219
20,11,8,58,4689
21,11,10,80,4378
22,11,7,86,4690
23,11,7,65,6213
24,11,4,30,4381
25,11,11,122,4921
26,11,5,39,4264
27,11,9,122,4945
28,11,5,43,4347
29,11,7,65,4462
30,11,8,64,4573
31,11,5,91,4645
32,11,10,80,4723
33,11,8,70,4540
34,11,8,52,4440
35,11,5,48,4377
36,11,6,62,4451
37,11,6,56,4469
38,11,6,58,4384
39,11,6,67,4454
40,11,7,72,4524
41,11,7,80,4579
42,11,7,65,8433
43,11,6,56,5235
44,11,6,44,4617
45,11,5,48,6253
46,11,7,62,4569
47,11,7,72,6378
48,11,7,68,4818
49,11,6,58,4458
50,11,7,65,5988
51,11,5,50,4472
52,11,6,57,4358
53,11,7,72,4585
54,11,6,47,4308
55,11,6,56,4428
56,11,7,80,4601
57,11,7,80,4554
58,11,9,68,4797
59,11,5,39,4561
60,11,3,21,4328
61,11,5,42,4558
62,11,6,57,4623
63,11,7,75,5513
64,11,7,58,4653
65,11,7,59,4644
66,11,6,56,4845
67,11,7,64,4764
68,11,5,39,4318
69,11,6,50,5593
70,11,10,70,5208
71,11,7,65,4544
72,11,9,53,4676
73,11,5,48,4523
74,11,5,51,4203
75,11,7,69,4291
76,11,7,68,4275
77,11,8,59,4243
78,11,8,59,4250
79,11,8,59,4167
80,11,6,58,4219
81,11,5,43,4111
82,11,6,55,4145
83,11,9,53,4238
84,11,5,43,4040
85,11,3,17,3939
86,11,5,36,4270
87,11,5,77,4288
88,11,7,65,4080
89,11,6,51,4102
90,11,9,53,4318
91,11,7,68,4241
92,11,7,53,4178
93,11,5,63,4220
94,11,5,67,4215
95,11,7,85,4350
96,11,7,65,5449
97,11,2,29,4075
98,11,7,80,4352
99,11,6,55,4035
100,11,5,50,3849
101,11,7,60,3992
102,11,8,63,4204
103,11,9,153,4612
104,11,5,46,4106
105,11,6,44,3941
106,11,7,65,3968
107,11,9,67,4122
108,11,7,78,4220
109,11,7,78,4285
110,11,7,71,4106
111,11,7,72,3962
112,11,7,55,4075
113,11,9,153,4698
114,11,5,41,4076
115,11,6,52,4090
116,11,6,54,3987
117,11,6,48,3992
118,11,5,46,3791
119,11,8,59,4208
120,11,8,65,5015
121,11,7,80,4316
122,11,6,58,4341
123,11,7,68,4156
124,11,10,122,4739
125,11,7,85,4440
126,11,5,29,4193
127,11,8,58,4443
128,11,7,65,4199
129,11,7,47,4595
130,11,4,26,4195
131,11,7,65,6253
132,11,5,37,4057
133,11,4,33,3662
