300
1,1,6,61,143472
2,2,6,65,80897
3,3,3,28,38092
4,4,5,63,72191
5,5,4,23,47025
6,6,5,39,59380
7,7,5,39,50231
8,8,6,66,81151
9,9,4,44,58526
10,10,11,80,101589
11,11,11,64,86275
12,12,7,54,67770
13,13,11,66,109714
14,14,11,75,114138
15,15,11,75,96383
16,16,7,65,110108
17,17,6,65,85045
18,18,8,59,78332
19,19,6,61,110183
20,20,8,58,78858
21,21,10,80,108807
22,22,7,86,93568
23,23,7,65,113904
24,24,4,30,57655
25,25,11,122,142643
26,26,5,39,61885
27,27,9,122,139776
28,28,5,43,63742
29,29,7,65,85445
30,30,8,64,86056
31,31,5,91,100374
32,32,10,80,98312
33,33,8,70,87413
34,34,8,52,73686
35,35,5,48,62065
36,36,6,62,120610
37,37,6,56,69655
38,38,6,58,127763
39,39,6,67,79454
40,40,7,72,84987
41,41,7,80,89568
42,42,7,65,77147
43,43,6,56,67489
44,44,6,44,62460
45,45,5,48,59434
46,46,7,62,83271
47,47,7,72,92017
48,48,7,68,89602
49,49,6,58,77388
50,50,7,65,85715
51,51,5,50,67795
52,52,6,57,76711
53,53,7,72,183121
54,54,6,47,72014
55,55,6,56,79074
56,56,7,80,103527
57,57,7,80,102167
58,58,9,68,99711
59,59,5,39,62224
60,60,3,21,39875
61,61,5,42,61118
62,62,6,57,82080
63,63,7,75,94516
64,64,7,58,81555
65,65,7,59,80773
66,66,6,56,77566
67,67,7,64,90708
68,68,5,39,59817
69,69,6,50,68899
70,70,10,70,97336
71,71,7,65,82198
72,72,9,53,85288
73,73,5,48,63231
74,74,5,51,67871
75,75,7,69,85892
76,76,7,68,85885
77,77,8,59,178133
78,78,8,59,83190
79,79,8,59,83894
80,80,6,58,73836
81,81,5,43,59723
82,82,6,55,79449
83,83,9,53,81489
84,84,5,43,61742
85,85,3,17,38447
86,86,5,36,57390
87,87,5,77,87471
88,88,7,65,81945
89,89,6,51,70512
90,90,9,53,79629
91,91,7,68,88697
92,92,7,53,76779
93,93,5,63,80902
94,94,5,67,87326
95,95,7,85,101423
96,96,7,65,80073
97,97,2,29,44007
98,98,7,80,100096
99,99,6,55,72847
100,100,5,50,64046
101,101,7,60,78687
102,102,8,63,88441
103,103,9,153,154144
104,104,5,46,63891
105,105,6,44,67544
106,106,7,65,81101
107,107,9,67,93752
108,108,7,78,93821
109,109,7,78,96249
110,110,7,71,93050
111,111,7,72,87842
112,112,7,55,77625
113,113,9,153,177994
114,114,5,41,63326
115,115,6,52,72544
116,116,6,54,78037
117,117,6,48,71438
118,118,5,46,60618
119,119,8,59,89166
120,120,8,65,91324
121,121,7,80,93054
122,122,6,58,79387
